t,buy_price
2018-11-26 14:40:39.855554,240291
2018-11-27 09:11:57.416819,0
2018-11-27 09:25:02.278945,0
2018-11-27 09:30:02.471632,0
2018-11-27 09:35:01.708791,240000
2018-11-27 09:40:02.022667,240000
2018-11-27 09:45:02.287279,240000
2018-11-27 09:50:01.503420,240000
2018-11-27 09:55:01.972615,240000
2018-11-27 10:00:02.244652,240000
2018-11-27 10:05:01.683468,240000
2018-11-27 10:10:01.972274,240000
2018-11-27 10:15:02.348766,239997
2018-11-27 10:20:01.544516,239997
2018-11-27 10:25:02.449025,239997
2018-11-27 10:30:01.777567,239995
2018-11-27 10:35:01.940093,239995
2018-11-27 10:40:02.111012,239995
2018-11-27 10:45:02.455327,239995
2018-11-27 10:50:01.638172,239995
2018-11-27 10:55:02.168900,237497
2018-11-27 11:00:02.306471,237497
2018-11-27 11:05:01.776714,237497
2018-11-27 11:10:02.437427,237497
2018-11-27 11:15:01.657198,237497
2018-11-27 11:20:02.145482,235000
2018-11-27 11:25:02.417710,235000
2018-11-27 11:30:01.766528,235000
2018-11-27 11:35:02.005720,236665
2018-11-27 11:40:02.355891,236665
2018-11-27 11:45:01.614270,236665
2018-11-27 11:50:01.696957,237497
2018-11-27 11:55:01.913573,237497
2018-11-27 12:00:02.481040,237497
2018-11-27 12:05:01.959406,237497
2018-11-27 12:10:02.321946,237497
2018-11-27 12:15:01.509210,237497
2018-11-27 12:20:01.815682,237497
2018-11-27 12:25:01.450294,237497
2018-11-27 12:30:02.206733,234278
2018-11-27 12:35:01.569187,234278
2018-11-27 12:40:01.760805,228562
2018-11-27 12:45:02.261897,228562
2018-11-27 12:50:01.746349,228562
2018-11-27 12:55:02.381045,231281
2018-11-27 13:00:01.948709,231281
2018-11-27 13:05:01.574494,231281
2018-11-27 13:10:02.179752,231281
2018-11-27 13:15:01.626398,231281
2018-11-27 13:20:01.985784,231281
2018-11-27 13:25:02.278643,234000
2018-11-27 13:30:01.609640,234000
2018-11-27 13:35:02.146108,234000
2018-11-27 13:40:02.414489,234000
2018-11-27 13:45:01.632874,234000
2018-11-27 13:50:02.186239,234000
2018-11-27 13:55:01.620396,234000
2018-11-27 14:00:02.156915,0
2018-11-27 14:05:01.623864,0
2018-11-27 14:10:01.985290,0
2018-11-27 14:15:02.309931,0
2018-11-27 14:20:01.844178,0
2018-11-27 14:25:02.331802,0
2018-11-27 14:30:01.938142,239995
2018-11-27 14:35:02.388775,239995
2018-11-27 14:40:01.988338,239995
2018-11-27 14:45:02.665684,239995
2018-11-27 14:50:01.932919,239995
2018-11-27 14:55:02.193349,239995
2018-11-27 15:00:01.795589,239995
2018-11-27 15:05:02.191104,239995
2018-11-27 15:10:02.625740,239995
2018-11-27 15:15:02.048683,239995
2018-11-27 15:20:02.528790,239995
2018-11-27 15:25:03.305238,239992
2018-11-27 15:30:01.790814,239992
