t,buy_price
2018-12-07 08:15:01.512740,106434
2018-12-07 08:20:01.970599,106434
2018-12-07 08:25:02.412802,106613
2018-12-07 08:30:02.107230,107046
2018-12-07 08:35:01.538783,107046
2018-12-07 08:40:02.168013,107056
2018-12-07 08:45:02.402575,107056
2018-12-07 08:50:01.619003,106893
2018-12-07 08:55:02.669837,106531
2018-12-07 09:00:02.256844,106531
2018-12-07 09:05:01.944444,106607
2018-12-07 09:10:02.386396,106578
2018-12-07 09:15:01.839669,106578
2018-12-07 09:20:02.181144,106064
2018-12-07 09:25:01.522632,106064
2018-12-07 09:30:02.081821,102843
2018-12-07 09:35:02.397698,104091
2018-12-07 09:40:01.826597,104091
2018-12-07 09:45:02.209112,104349
2018-12-07 09:50:01.606107,104458
2018-12-07 09:55:01.978099,104458
2018-12-07 10:00:01.631346,104268
2018-12-07 10:05:02.250986,104268
2018-12-07 10:10:01.607501,104335
2018-12-07 10:15:02.104874,103817
2018-12-07 10:20:01.724403,103817
2018-12-07 10:25:02.298734,104195
2018-12-07 10:30:01.643620,104524
2018-12-07 10:35:02.496912,104524
2018-12-07 10:40:02.151420,104027
2018-12-07 10:45:01.449524,104027
2018-12-07 10:50:01.906197,104027
2018-12-07 10:55:02.294550,103729
2018-12-07 11:00:01.672535,103729
2018-12-07 11:05:02.124526,104551
2018-12-07 11:10:01.878724,105732
2018-12-07 11:15:02.267209,105732
2018-12-07 11:20:01.730285,105551
2018-12-07 11:25:02.212868,105551
2018-12-07 11:30:01.731540,105551
2018-12-07 11:35:03.084365,104509
2018-12-07 11:40:01.483179,104509
2018-12-07 11:45:01.901729,104509
2018-12-07 11:50:02.341011,104389
2018-12-07 11:55:01.870787,104389
2018-12-07 12:00:02.513428,101917
2018-12-07 12:05:02.197577,101917
2018-12-07 12:10:02.408689,101935
2018-12-07 12:15:02.040813,101576
2018-12-07 12:20:02.425414,101576
2018-12-07 12:25:01.978930,101319
2018-12-07 12:30:01.791253,101409
2018-12-07 12:35:02.221555,101409
2018-12-07 12:40:01.640297,101813
2018-12-07 12:45:02.302867,101813
2018-12-07 12:50:01.628539,102675
2018-12-07 12:55:02.005638,105576
2018-12-07 13:00:01.491554,105576
2018-12-07 13:05:02.165938,106099
2018-12-07 13:10:02.513137,106099
2018-12-07 13:15:02.070681,106099
2018-12-07 13:20:02.166414,106099
2018-12-07 13:25:01.757241,106099
2018-12-07 13:30:02.327081,106371
2018-12-07 13:35:01.599992,107046
2018-12-07 13:40:01.936334,107046
2018-12-07 13:45:02.425799,107049
2018-12-07 13:50:01.943793,105867
2018-12-07 13:55:01.922431,105867
2018-12-07 14:00:02.402864,104998
2018-12-07 14:05:01.851344,104998
2018-12-07 14:10:02.399014,104258
2018-12-07 14:15:01.861888,103971
2018-12-07 14:20:02.456807,103971
2018-12-07 14:25:02.016625,104012
2018-12-07 14:30:02.489548,103415
2018-12-07 14:35:02.214873,103415
2018-12-07 14:40:01.591845,103576
2018-12-07 14:45:02.044421,103576
2018-12-07 14:50:02.402371,103390
2018-12-07 14:55:02.134133,103433
2018-12-07 15:00:01.866687,103433
2018-12-07 15:05:02.352695,103654
2018-12-07 15:10:01.608141,103965
2018-12-07 15:15:01.983435,103965
2018-12-07 15:20:01.880257,103649
2018-12-07 15:25:02.388430,103649
2018-12-07 15:30:01.808215,103531
2018-12-07 15:35:02.230288,103172
2018-12-07 15:40:01.787077,103172
2018-12-07 15:45:01.583925,103465
2018-12-07 15:50:02.284698,103395
2018-12-07 15:55:01.618973,103395
2018-12-07 16:00:02.166774,103196
2018-12-07 16:05:01.578454,103196
2018-12-07 16:10:02.003280,103246
2018-12-07 16:15:02.323188,105423
2018-12-07 16:20:01.782065,105423
2018-12-07 16:25:02.357010,105986
2018-12-07 16:30:01.746707,106452
2018-12-07 16:35:01.565098,106452
2018-12-07 16:40:02.065422,106874
2018-12-07 16:45:01.611132,106874
2018-12-07 16:50:02.321817,106845
2018-12-07 16:55:01.886023,107150
2018-12-07 17:00:01.598827,107150
2018-12-07 17:05:02.303702,107259
2018-12-07 17:10:01.802073,107065
2018-12-07 17:15:02.195014,107065
2018-12-07 17:20:01.515892,106348
2018-12-07 17:25:02.184159,106348
2018-12-07 17:30:01.781432,104778
2018-12-07 17:35:02.352554,104795
2018-12-07 17:40:01.844786,104795
2018-12-07 17:45:01.492468,104795
2018-12-07 17:50:02.045888,105030
2018-12-07 17:55:01.479193,105030
2018-12-07 18:00:01.757132,104916
2018-12-07 18:05:02.338629,104916
2018-12-07 18:10:01.790047,103929
2018-12-07 18:15:02.215005,103142
2018-12-07 18:20:01.578336,103142
2018-12-07 18:25:02.155987,103507
2018-12-07 18:30:02.453584,103507
2018-12-07 18:35:02.233939,103577
2018-12-07 18:40:01.785306,102927
2018-12-07 18:45:02.196894,102927
2018-12-07 18:50:01.544931,102971
2018-12-07 18:55:02.088378,102986
2018-12-07 19:00:02.534822,102986
2018-12-07 19:05:01.986995,103288
2018-12-07 19:10:02.380054,103288
2018-12-07 19:15:01.797334,104815
2018-12-07 19:20:02.195613,105828
2018-12-07 19:25:01.756399,105828
2018-12-07 19:30:02.104132,106616
2018-12-07 19:35:01.509611,107472
2018-12-07 19:40:02.007163,107472
2018-12-07 19:45:01.691372,108084
2018-12-07 19:50:02.188014,108084
2018-12-07 19:55:01.677663,106770
2018-12-07 20:00:01.979941,106840
2018-12-07 20:05:02.423184,106840
2018-12-07 20:10:01.935959,106621
2018-12-07 20:15:02.519218,105546
2018-12-07 20:20:01.959802,105546
2018-12-07 20:25:01.648497,105158
2018-12-07 20:30:02.303487,105158
2018-12-07 20:35:02.049799,104827
2018-12-07 20:40:01.772251,104827
2018-12-07 20:45:02.153723,104667
2018-12-07 20:50:02.125252,105122
2018-12-07 20:55:01.728404,105122
2018-12-07 21:00:01.716223,105841
2018-12-07 21:05:01.871044,105841
